drive,age,colour,type,date,value
Internal combustion,Brand new,Yellow,Sport,2016-11-30,0.9258273950656289
Internal combustion,Brand new,Yellow,Sport,2016-12-31,1.6131031069830732
Internal combustion,Brand new,Yellow,Sport,2017-01-31,0.10493751849708739
Internal combustion,Brand new,Yellow,Sport,2017-02-28,0.38642768762295415
Internal combustion,Brand new,Yellow,Sport,2017-03-31,-1.5207859207648347
Internal combustion,Brand new,Yellow,Sedan,2016-03-31,-0.42995304118882743
Internal combustion,Brand new,Yellow,Sedan,2016-04-30,-2.136139614701662
Internal combustion,Brand new,Yellow,Sedan,2016-05-31,-1.9241063704354084
Internal combustion,Brand new,Yellow,Sedan,2016-06-30,-1.177137714205798
Internal combustion,Brand new,Yellow,Sedan,2016-07-31,-0.52460597052926
Internal combustion,Brand new,Yellow,Sedan,2016-08-31,-0.41816617898916514
Internal combustion,Brand new,Yellow,Sedan,2016-09-30,-0.514154713203067
Internal combustion,Brand new,Yellow,Sedan,2016-10-31,-1.2347778319803302
Internal combustion,Brand new,Yellow,Sedan,2016-11-30,1.679057826620741
Internal combustion,Brand new,Yellow,Sedan,2016-12-31,2.3164275175314395
Internal combustion,Brand new,Yellow,Sedan,2017-01-31,0.37137142403782863
Internal combustion,Brand new,Yellow,Sedan,2017-02-28,-0.6010782168485699
Internal combustion,Brand new,Yellow,Sedan,2017-03-31,-0.4976499609855013
Internal combustion,Brand new,Yellow,Supermini,2016-03-31,-1.6565872742381385
Internal combustion,Brand new,Yellow,Supermini,2016-04-30,-0.10436156319956949
Internal combustion,Brand new,Yellow,Supermini,2016-05-31,1.105732035099553
Internal combustion,Brand new,Yellow,Supermini,2016-06-30,-1.639264361591556
Internal combustion,Brand new,Yellow,Supermini,2016-07-31,0.2069567644203963
Internal combustion,Brand new,Yellow,Supermini,2016-08-31,-0.6998424578573056
Internal combustion,Brand new,Yellow,Supermini,2016-09-30,-0.7594858220971317
Internal combustion,Brand new,Yellow,Supermini,2016-10-31,0.7973463168691406
Internal combustion,Brand new,Yellow,Supermini,2016-11-30,2.0804805492024263
Internal combustion,Brand new,Yellow,Supermini,2016-12-31,-0.2685606549160499
Internal combustion,Brand new,Yellow,Supermini,2017-01-31,0.7763548968860456
Internal combustion,Brand new,Yellow,Supermini,2017-02-28,-0.032115944376548786
Internal combustion,Brand new,Yellow,Supermini,2017-03-31,-0.02725992206218888
Internal combustion,Brand new,Blue,Sport,2016-03-31,1.1960169612950649
Internal combustion,Brand new,Blue,Sport,2016-04-30,0.5415398496597474
Internal combustion,Brand new,Blue,Sport,2016-05-31,-0.9987992499999652
Internal combustion,Brand new,Blue,Sport,2016-06-30,0.7784368486761749
Internal combustion,Brand new,Blue,Sport,2016-07-31,-1.7012724625581115
Internal combustion,Brand new,Blue,Sport,2016-08-31,-0.4400972972782818
Internal combustion,Brand new,Blue,Sport,2016-09-30,-1.7363737226903966
Internal combustion,Brand new,Blue,Sport,2016-10-31,-1.2390247420925642
Internal combustion,Brand new,Blue,Sport,2016-11-30,-0.8724690778039887
Internal combustion,Brand new,Blue,Sport,2016-12-31,2.4521375706961264
Internal combustion,Brand new,Blue,Sport,2017-01-31,2.4607399396913556
Internal combustion,Brand new,Blue,Sport,2017-02-28,-0.3363250815522457
Internal combustion,Brand new,Blue,Sport,2017-03-31,-0.4223834780069751
Internal combustion,Brand new,Blue,Sedan,2016-03-31,0.8989431927775211
Internal combustion,Brand new,Blue,Sedan,2016-04-30,2.0520167487660896
Internal combustion,Brand new,Blue,Sedan,2016-05-31,-1.2102657538362427
Internal combustion,Brand new,Blue,Sedan,2016-06-30,1.5025379558836145
Internal combustion,Brand new,Blue,Sedan,2016-07-31,-0.5142576452719295
Internal combustion,Brand new,Blue,Sedan,2016-08-31,-2.3092133781271094
Internal combustion,Brand new,Blue,Sedan,2016-09-30,1.238233258410787
Internal combustion,Brand new,Blue,Sedan,2016-10-31,0.4281959640162919
Internal combustion,Brand new,Blue,Sedan,2016-11-30,0.8502933325040648
Internal combustion,Brand new,Blue,Sedan,2016-12-31,-0.6413193164350707
Internal combustion,Brand new,Blue,Sedan,2017-01-31,2.0155106470634148
Internal combustion,Brand new,Blue,Sedan,2017-02-28,-1.943158890519001
Internal combustion,Brand new,Blue,Sedan,2017-03-31,0.2469170221476942
Internal combustion,Brand new,Blue,Supermini,2016-03-31,-2.335717138021778
Internal combustion,Brand new,Blue,Supermini,2016-04-30,0.4040919593214379
Internal combustion,Brand new,Blue,Supermini,2016-05-31,0.058282816580980557
Internal combustion,Brand new,Blue,Supermini,2016-06-30,-0.19011260107253947
Internal combustion,Brand new,Blue,Supermini,2016-07-31,-0.06284902305365796
Internal combustion,Brand new,Blue,Supermini,2016-08-31,-0.20183481368279216
Internal combustion,Brand new,Blue,Supermini,2016-09-30,0.14370601556226908
Internal combustion,Brand new,Blue,Supermini,2016-10-31,1.8989527644396147
Internal combustion,Brand new,Blue,Supermini,2016-11-30,-0.5303091410621298
Internal combustion,Brand new,Blue,Supermini,2016-12-31,1.7800104334201998
Internal combustion,Brand new,Blue,Supermini,2017-01-31,-1.1885706602748423
Internal combustion,Brand new,Blue,Supermini,2017-02-28,-0.4942923313974874
Internal combustion,Brand new,Blue,Supermini,2017-03-31,0.8856932822793702
Internal combustion,Brand new,Green,Sport,2016-03-31,1.0942615855066733
Internal combustion,Brand new,Green,Sport,2016-04-30,0.9726425809709299
Internal combustion,Brand new,Green,Sport,2016-05-31,-1.3630436080238633
Internal combustion,Brand new,Green,Sport,2016-06-30,-0.17978970987155588
Internal combustion,Brand new,Green,Sport,2016-07-31,0.06429646089641251
Internal combustion,Brand new,Green,Sport,2016-08-31,-0.37547481043264486
Internal combustion,Brand new,Green,Sport,2016-09-30,-0.9370129368030988
Internal combustion,Brand new,Green,Sport,2016-10-31,0.8075733735577981
Internal combustion,Brand new,Green,Sport,2016-11-30,-1.0518724867730578
Internal combustion,Brand new,Green,Sport,2016-12-31,0.5030260806083328
Internal combustion,Brand new,Green,Sport,2017-01-31,0.832042178627288
Internal combustion,Brand new,Green,Sport,2017-02-28,0.16103194290958964
Internal combustion,Brand new,Green,Sport,2017-03-31,-0.09028458443327571
Internal combustion,Brand new,Green,Sedan,2016-03-31,-1.9023526266810418
Internal combustion,Brand new,Green,Sedan,2016-04-30,0.8604777156013491
Internal combustion,Brand new,Green,Sedan,2016-05-31,-1.321969281058814
Internal combustion,Brand new,Green,Sedan,2016-06-30,1.3531797298709276
Internal combustion,Brand new,Green,Sedan,2016-07-31,-2.883955134870551
Internal combustion,Brand new,Green,Sedan,2016-08-31,-0.11963617422890696
Internal combustion,Brand new,Green,Sedan,2016-09-30,0.9329816672317478
Internal combustion,Brand new,Green,Sedan,2016-10-31,-0.5316282198791317
Internal combustion,Brand new,Green,Sedan,2016-11-30,-0.953100470654393
Internal combustion,Brand new,Green,Sedan,2016-12-31,-1.6249115347499479
Internal combustion,Brand new,Green,Sedan,2017-01-31,-0.30639413846197733
Internal combustion,Brand new,Green,Sedan,2017-02-28,0.16919606531060233
Internal combustion,Brand new,Green,Sedan,2017-03-31,-0.5087646275849941
Internal combustion,Brand new,Green,Supermini,2016-03-31,0.19716601248126814
Internal combustion,Brand new,Green,Supermini,2016-04-30,1.0064157976132726
Internal combustion,Brand new,Green,Supermini,2016-05-31,-1.9929805668680387
Internal combustion,Brand new,Green,Supermini,2016-06-30,-0.8475092499193784
Internal combustion,Brand new,Green,Supermini,2016-07-31,-2.8148708464378864
Internal combustion,Brand new,Green,Supermini,2016-08-31,-0.13811762535053343
Internal combustion,Brand new,Green,Supermini,2016-09-30,-0.11456680456356122
Internal combustion,Brand new,Green,Supermini,2016-10-31,-1.6534981207839723
Internal combustion,Brand new,Green,Supermini,2016-11-30,-0.01518821792346524
Internal combustion,Brand new,Green,Supermini,2016-12-31,-1.715702858658202
Internal combustion,Brand new,Green,Supermini,2017-01-31,-2.407723169554211
Internal combustion,Brand new,Green,Supermini,2017-02-28,-0.20616916532091925
Internal combustion,Brand new,Green,Supermini,2017-03-31,-1.1203324091497455
Internal combustion,Brand new,Black,Sport,2016-03-31,-0.04114439495905849
Internal combustion,Brand new,Black,Sport,2016-04-30,-1.4890966077285548
Internal combustion,Brand new,Black,Sport,2016-05-31,0.10476961721928676
Internal combustion,Brand new,Black,Sport,2016-06-30,-0.3338690638458325
Internal combustion,Brand new,Black,Sport,2016-07-31,-0.20242308659176253
Internal combustion,Brand new,Black,Sport,2016-08-31,0.9055565004440829
Internal combustion,Brand new,Black,Sport,2016-09-30,-0.5049966063477718
Internal combustion,Brand new,Black,Sport,2016-10-31,0.5129411358012645
Internal combustion,Brand new,Black,Sport,2016-11-30,-0.9993829365911129
Internal combustion,Brand new,Black,Sport,2016-12-31,-0.2781701262079309
Internal combustion,Brand new,Black,Sport,2017-01-31,-0.6944850227443241
Internal combustion,Brand new,Black,Sport,2017-02-28,1.2963925515096013
Internal combustion,Brand new,Black,Sport,2017-03-31,-2.146108362256549
Internal combustion,Brand new,Black,Sedan,2016-03-31,0.8286221211485042
Internal combustion,Brand new,Black,Sedan,2016-04-30,-0.7385094862877714
Internal combustion,Brand new,Black,Sedan,2016-05-31,-0.5442337055990343
Internal combustion,Brand new,Black,Sedan,2016-06-30,-0.8395073022168905
Internal combustion,Brand new,Black,Sedan,2016-07-31,0.7550863454770971
Internal combustion,Brand new,Black,Sedan,2016-08-31,0.4303806886542215
Internal combustion,Brand new,Black,Sedan,2016-09-30,1.5385767089140674
Internal combustion,Brand new,Black,Sedan,2016-10-31,-0.04047024723780956
Internal combustion,Brand new,Black,Sedan,2016-11-30,-0.8464367170430654
Internal combustion,Brand new,Black,Sedan,2016-12-31,0.10605110874401186
Internal combustion,Brand new,Black,Sedan,2017-01-31,0.24729122671260162
Internal combustion,Brand new,Black,Sedan,2017-02-28,0.6607307951612362
Internal combustion,Brand new,Black,Sedan,2017-03-31,-0.9154257278614418
Internal combustion,Brand new,Black,Supermini,2016-03-31,0.7863337409418798
Internal combustion,Brand new,Black,Supermini,2016-04-30,1.316424058282373
Internal combustion,Brand new,Black,Supermini,2016-05-31,1.3014096469850178
Internal combustion,Brand new,Black,Supermini,2016-06-30,-0.03500174496881017
Internal combustion,Brand new,Black,Supermini,2016-07-31,0.7917145388175519
Internal combustion,Brand new,Black,Supermini,2016-08-31,0.725682734591358
Internal combustion,Brand new,Black,Supermini,2016-09-30,0.6659012208821621
Internal combustion,Brand new,Black,Supermini,2016-10-31,-1.0984928132080662
Internal combustion,Brand new,Black,Supermini,2016-11-30,0.5366468732775569
Internal combustion,Brand new,Black,Supermini,2016-12-31,-0.4594781887489884
Internal combustion,Brand new,Black,Supermini,2017-01-31,1.1648556460744617
Internal combustion,Brand new,Black,Supermini,2017-02-28,0.26094521107584356
Internal combustion,Brand new,Black,Supermini,2017-03-31,1.0707129135320386
Hybrid,0-5 years,Yellow,Sport,2016-03-31,0.6916215259317509
Hybrid,0-5 years,Yellow,Sport,2016-04-30,-0.2986248220497348
Hybrid,0-5 years,Yellow,Sport,2016-05-31,-0.5773102730097541
Hybrid,0-5 years,Yellow,Sport,2016-06-30,0.8159321188677996
Hybrid,0-5 years,Yellow,Sport,2016-07-31,0.03809950852458737
Hybrid,0-5 years,Yellow,Sport,2016-08-31,0.04044647833985308
Hybrid,0-5 years,Yellow,Sport,2016-09-30,0.05577284782287558
Hybrid,0-5 years,Yellow,Sport,2016-10-31,-0.1551306926987882
Hybrid,0-5 years,Yellow,Sport,2016-11-30,-0.9733120595277046
Hybrid,0-5 years,Yellow,Sport,2016-12-31,-0.3294663991240693
Hybrid,0-5 years,Yellow,Sport,2017-01-31,1.9618057484141165
Hybrid,0-5 years,Yellow,Sport,2017-02-28,-1.218678499692405
Hybrid,0-5 years,Yellow,Sport,2017-03-31,0.4754536285711257
Hybrid,0-5 years,Yellow,Sedan,2016-03-31,-0.05478391063556534
Hybrid,0-5 years,Yellow,Sedan,2016-04-30,0.46209825348965927
Hybrid,0-5 years,Yellow,Sedan,2016-05-31,0.3215666540755553
Hybrid,0-5 years,Yellow,Sedan,2016-06-30,1.3182318256827756
Hybrid,0-5 years,Yellow,Sedan,2016-07-31,-1.967361292693452
Hybrid,0-5 years,Yellow,Sedan,2016-08-31,-0.07042516505918629
Hybrid,0-5 years,Yellow,Sedan,2016-09-30,1.5530333986116043
Hybrid,0-5 years,Yellow,Sedan,2016-10-31,1.046769304428584
Hybrid,0-5 years,Yellow,Sedan,2016-11-30,-1.3894293317832072
Hybrid,0-5 years,Yellow,Sedan,2016-12-31,0.23815058246672516
Hybrid,0-5 years,Yellow,Sedan,2017-01-31,-1.0674264796496975
Hybrid,0-5 years,Yellow,Sedan,2017-02-28,0.5437122384550196
Hybrid,0-5 years,Yellow,Sedan,2017-03-31,0.7313776897895625
Hybrid,0-5 years,Yellow,Supermini,2016-03-31,-0.045870032631059314
Hybrid,0-5 years,Yellow,Supermini,2016-04-30,-1.5421910442072235
Hybrid,0-5 years,Yellow,Supermini,2016-05-31,-0.5445179156286761
Hybrid,0-5 years,Yellow,Supermini,2016-06-30,0.11884091591497334
Hybrid,0-5 years,Yellow,Supermini,2016-07-31,-2.310114294762802
Hybrid,0-5 years,Yellow,Supermini,2016-08-31,1.399434177242775
Hybrid,0-5 years,Yellow,Supermini,2016-09-30,0.5665923778154058
Hybrid,0-5 years,Yellow,Supermini,2016-10-31,-0.10384963745359777
Hybrid,0-5 years,Yellow,Supermini,2016-11-30,-1.5557698198085061
Hybrid,0-5 years,Yellow,Supermini,2016-12-31,0.4944779885312175
Hybrid,0-5 years,Yellow,Supermini,2017-01-31,-0.07501492258703095
Hybrid,0-5 years,Yellow,Supermini,2017-02-28,1.4867484639086954
Hybrid,0-5 years,Yellow,Supermini,2017-03-31,-0.376130113394205
Hybrid,0-5 years,Blue,Sport,2016-03-31,-0.40437144999580216
Hybrid,0-5 years,Blue,Sport,2016-04-30,-0.2343887743896553
Hybrid,0-5 years,Blue,Sport,2016-05-31,0.053127305397734345
Hybrid,0-5 years,Blue,Sport,2016-06-30,0.739178894451304
Hybrid,0-5 years,Blue,Sport,2016-07-31,0.5724923022519287
Hybrid,0-5 years,Blue,Sport,2016-08-31,1.1131965730508546
Hybrid,0-5 years,Blue,Sport,2016-09-30,-1.0189781792378834
Hybrid,0-5 years,Blue,Sport,2016-10-31,1.3071463882498455
Hybrid,0-5 years,Blue,Sport,2016-11-30,0.11049736492033875
Hybrid,0-5 years,Blue,Sport,2016-12-31,-1.508718013741887
Hybrid,0-5 years,Blue,Sport,2017-01-31,0.2862296003246915
Hybrid,0-5 years,Blue,Sport,2017-02-28,-0.9302152889505411
Hybrid,0-5 years,Blue,Sport,2017-03-31,1.0054242371574407
Hybrid,0-5 years,Blue,Sedan,2016-03-31,-1.2870078100883053
Hybrid,0-5 years,Blue,Sedan,2016-04-30,-0.09675421319490164
Hybrid,0-5 years,Blue,Sedan,2016-05-31,-0.7957594681314496
Hybrid,0-5 years,Blue,Sedan,2016-06-30,-0.6143306726003519
Hybrid,0-5 years,Blue,Sedan,2016-07-31,-0.5522339775070263
Hybrid,0-5 years,Blue,Sedan,2016-08-31,-0.63001167068820485
Hybrid,0-5 years,Blue,Sedan,2016-09-30,0.11958773717794802
Hybrid,0-5 years,Blue,Sedan,2016-10-31,-1.222667100945641
Hybrid,0-5 years,Blue,Sedan,2016-11-30,0.3120239208681967
Hybrid,0-5 years,Blue,Sedan,2016-12-31,-0.82994806330471
Hybrid,0-5 years,Blue,Sedan,2017-01-31,-1.9349993407797494
Hybrid,0-5 years,Blue,Sedan,2017-02-28,0.8467138563798584
Hybrid,0-5 years,Blue,Sedan,2017-03-31,0.2408104622012757
Hybrid,0-5 years,Blue,Supermini,2016-03-31,2.90320089310008
Hybrid,0-5 years,Blue,Supermini,2016-04-30,-0.11728970433748144
Hybrid,0-5 years,Blue,Supermini,2016-05-31,1.4443837299642481
Hybrid,0-5 years,Blue,Supermini,2016-06-30,-0.74907222144969
Hybrid,0-5 years,Blue,Supermini,2016-07-31,3.08940896371768
Hybrid,0-5 years,Blue,Supermini,2016-08-31,0.5026147280878089
Hybrid,0-5 years,Blue,Supermini,2016-09-30,1.2760416868768893
Hybrid,0-5 years,Blue,Supermini,2016-10-31,-0.5016237695868352
Hybrid,0-5 years,Blue,Supermini,2016-11-30,0.783462683486793
Hybrid,0-5 years,Blue,Supermini,2016-12-31,-0.812115442056452
Hybrid,0-5 years,Blue,Supermini,2017-01-31,-0.45507307812632275
Hybrid,0-5 years,Blue,Supermini,2017-02-28,0.55773120338278
Hybrid,0-5 years,Blue,Supermini,2017-03-31,0.5590790054124002
Hybrid,0-5 years,Green,Sport,2016-03-31,0.814372858859452
Hybrid,0-5 years,Green,Sport,2016-04-30,0.7509692496193532
Hybrid,0-5 years,Green,Sport,2016-05-31,0.9585931748464329
Hybrid,0-5 years,Green,Sport,2016-06-30,0.9819156034231815
Hybrid,0-5 years,Green,Sport,2016-07-31,-1.1779881385423854
Hybrid,0-5 years,Green,Sport,2016-08-31,-0.44702257652096744
Hybrid,0-5 years,Green,Sport,2016-09-30,0.7969689383047923
Hybrid,0-5 years,Green,Sport,2016-10-31,0.6272396318412353
Hybrid,0-5 years,Green,Sport,2016-11-30,0.3428642808919041
Hybrid,0-5 years,Green,Sport,2016-12-31,-0.6769281765524224
Hybrid,0-5 years,Green,Sport,2017-01-31,2.0722146012930867
Hybrid,0-5 years,Green,Sport,2017-02-28,-0.40778773930035905
Hybrid,0-5 years,Green,Sport,2017-03-31,-1.8592707166238447
Hybrid,0-5 years,Green,Sedan,2016-03-31,1.1878723493279104
Hybrid,0-5 years,Green,Sedan,2016-04-30,-0.035145581684855855
Hybrid,0-5 years,Green,Sedan,2016-05-31,-0.1935515984810396
Hybrid,0-5 years,Green,Sedan,2016-06-30,0.8917180984336119
Hybrid,0-5 years,Green,Sedan,2016-07-31,-0.9042841262915322
Hybrid,0-5 years,Green,Sedan,2016-08-31,0.7553554055086895
Hybrid,0-5 years,Green,Sedan,2016-09-30,1.7628099021830943
Hybrid,0-5 years,Green,Sedan,2016-10-31,1.565260921428519
Hybrid,0-5 years,Green,Sedan,2016-11-30,-0.96866139625537
Hybrid,0-5 years,Green,Sedan,2016-12-31,0.3474350420965393
Hybrid,0-5 years,Green,Sedan,2017-01-31,-1.8455784957097656
Hybrid,0-5 years,Green,Sedan,2017-02-28,-0.8832443877683186
Hybrid,0-5 years,Green,Sedan,2017-03-31,-0.772601650071885
Hybrid,0-5 years,Green,Supermini,2016-03-31,0.24537068927266334
Hybrid,0-5 years,Green,Supermini,2016-04-30,0.022907048161691916
Hybrid,0-5 years,Green,Supermini,2016-05-31,-0.6192775230112617
Hybrid,0-5 years,Green,Supermini,2016-06-30,0.10855050711722798
Hybrid,0-5 years,Green,Supermini,2016-07-31,0.07473264672809381
Hybrid,0-5 years,Green,Supermini,2016-08-31,-0.06825864557931681
Hybrid,0-5 years,Green,Supermini,2016-09-30,1.3243905281030686
Hybrid,0-5 years,Green,Supermini,2016-10-31,0.6654697283399091
Hybrid,0-5 years,Green,Supermini,2016-11-30,-0.17931100189360882
Hybrid,0-5 years,Green,Supermini,2016-12-31,-0.4177195604508575
Hybrid,0-5 years,Green,Supermini,2017-01-31,0.40341017560664344
Hybrid,0-5 years,Green,Supermini,2017-02-28,0.6224800907932625
Hybrid,0-5 years,Green,Supermini,2017-03-31,-1.2480114334463772
Hybrid,0-5 years,Black,Sport,2016-03-31,-0.4180821477423016
Hybrid,0-5 years,Black,Sport,2016-04-30,-0.3104791154900977
Hybrid,0-5 years,Black,Sport,2016-05-31,0.09336365601355139
Hybrid,0-5 years,Black,Sport,2016-06-30,0.7013941350261229
Hybrid,0-5 years,Black,Sport,2016-07-31,0.6051022437355443
Hybrid,0-5 years,Black,Sport,2016-08-31,1.0709003053787816
Hybrid,0-5 years,Black,Sport,2016-09-30,-0.6567411206859168
Hybrid,0-5 years,Black,Sport,2016-10-31,0.7295529925847755
Hybrid,0-5 years,Black,Sport,2016-11-30,1.4229395223421635
Hybrid,0-5 years,Black,Sport,2016-12-31,1.3958173811662302
Hybrid,0-5 years,Black,Sport,2017-01-31,-0.5510489605117737
Hybrid,0-5 years,Black,Sport,2017-02-28,1.667879980112544
Hybrid,0-5 years,Black,Sport,2017-03-31,2.2510133165576214
Hybrid,0-5 years,Black,Sedan,2016-03-31,-0.4052917641198405
Hybrid,0-5 years,Black,Sedan,2016-04-30,-0.507345220754748
Hybrid,0-5 years,Black,Sedan,2016-05-31,-0.34306097649305695
Hybrid,0-5 years,Black,Sedan,2016-06-30,-0.09851264977862331
Hybrid,0-5 years,Black,Sedan,2016-07-31,0.6461174130672689
Hybrid,0-5 years,Black,Sedan,2016-08-31,1.5103835654521658
Hybrid,0-5 years,Black,Sedan,2016-09-30,0.37292810215086347
Hybrid,0-5 years,Black,Sedan,2016-10-31,-0.7274219469344613
Hybrid,0-5 years,Black,Sedan,2016-11-30,0.6373078893278582
Hybrid,0-5 years,Black,Sedan,2016-12-31,0.16342220270105368
Hybrid,0-5 years,Black,Sedan,2017-01-31,-1.1891415051971175
Hybrid,0-5 years,Black,Sedan,2017-02-28,1.3412512247887232
Hybrid,0-5 years,Black,Sedan,2017-03-31,1.4261512701557058
Hybrid,0-5 years,Black,Supermini,2016-03-31,0.3738439272008415
Hybrid,0-5 years,Black,Supermini,2016-04-30,-0.29074613600363153
Hybrid,0-5 years,Black,Supermini,2016-05-31,-1.0877857871926198
Hybrid,0-5 years,Black,Supermini,2016-06-30,0.3306157957682847
Hybrid,0-5 years,Black,Supermini,2016-07-31,1.4237926352589085
Hybrid,0-5 years,Black,Supermini,2016-08-31,1.191509706958005
Hybrid,0-5 years,Black,Supermini,2016-09-30,-1.2185462615668723
Hybrid,0-5 years,Black,Supermini,2016-10-31,-0.21963533249088477
Hybrid,0-5 years,Black,Supermini,2016-11-30,-1.8261152199540756
Hybrid,0-5 years,Black,Supermini,2016-12-31,1.487141610054848
Hybrid,0-5 years,Black,Supermini,2017-01-31,-0.7266359042522397
Hybrid,0-5 years,Black,Supermini,2017-02-28,0.5252838807412766
Hybrid,0-5 years,Black,Supermini,2017-03-31,-0.45924565227306047
Hybrid,5 years +,Yellow,Sport,2016-03-31,-0.3769465973178294
Hybrid,5 years +,Yellow,Sport,2016-04-30,1.299313516608611
Hybrid,5 years +,Yellow,Sport,2016-05-31,0.4281715737811021
Hybrid,5 years +,Yellow,Sport,2016-06-30,-2.6362558926138924
Hybrid,5 years +,Yellow,Sport,2016-07-31,0.33062924630544144
Hybrid,5 years +,Yellow,Sport,2016-08-31,0.15064626189371302
Hybrid,5 years +,Yellow,Sport,2016-09-30,0.12244704088910568
Hybrid,5 years +,Yellow,Sport,2016-10-31,1.2431675030844678
Hybrid,5 years +,Yellow,Sport,2016-11-30,-0.6776317470762625
Hybrid,5 years +,Yellow,Sport,2016-12-31,-0.8377785283697463
Hybrid,5 years +,Yellow,Sport,2017-01-31,-0.838560167165927
Hybrid,5 years +,Yellow,Sport,2017-02-28,0.6485028084558913
Hybrid,5 years +,Yellow,Sport,2017-03-31,-1.5149554423006866
Hybrid,5 years +,Yellow,Sedan,2016-03-31,0.14794883568259898
Hybrid,5 years +,Yellow,Sedan,2016-04-30,-0.7474117228618572
Hybrid,5 years +,Yellow,Sedan,2016-05-31,1.3135888522898693
Hybrid,5 years +,Yellow,Sedan,2016-06-30,0.9853121058836655
Hybrid,5 years +,Yellow,Sedan,2016-07-31,-0.4822848241836812
Hybrid,5 years +,Yellow,Sedan,2016-08-31,-0.5198245437507417
Hybrid,5 years +,Yellow,Sedan,2016-09-30,-0.010353637639403371
Hybrid,5 years +,Yellow,Sedan,2016-10-31,0.3516194705449726
Hybrid,5 years +,Yellow,Sedan,2016-11-30,0.3264740913187792
Hybrid,5 years +,Yellow,Sedan,2016-12-31,-1.3416488632244314
Hybrid,5 years +,Yellow,Sedan,2017-01-31,-0.6866423060086221
Hybrid,5 years +,Yellow,Sedan,2017-02-28,0.26625349471065735
Hybrid,5 years +,Yellow,Sedan,2017-03-31,-0.6906105883716706
Hybrid,5 years +,Yellow,Supermini,2016-03-31,0.44481591824272354
Hybrid,5 years +,Yellow,Supermini,2016-04-30,1.637160768695091
Hybrid,5 years +,Yellow,Supermini,2016-05-31,0.7057779957242453
Hybrid,5 years +,Yellow,Supermini,2016-06-30,0.2627329960809644
Hybrid,5 years +,Yellow,Supermini,2016-07-31,-1.232650712262482
Hybrid,5 years +,Yellow,Supermini,2016-08-31,-0.2729581471641902
Hybrid,5 years +,Yellow,Supermini,2016-09-30,-0.2021345262389078
Hybrid,5 years +,Yellow,Supermini,2016-10-31,0.13999666811698017
Hybrid,5 years +,Yellow,Supermini,2016-11-30,0.2653415739112479
Hybrid,5 years +,Yellow,Supermini,2016-12-31,1.155339206728623
Hybrid,5 years +,Yellow,Supermini,2017-01-31,0.09028435770261813
Hybrid,5 years +,Yellow,Supermini,2017-02-28,0.16145559860730932
Hybrid,5 years +,Yellow,Supermini,2017-03-31,0.6163201247404771
Hybrid,5 years +,Blue,Sport,2016-03-31,0.5042431929609758
Hybrid,5 years +,Blue,Sport,2016-04-30,0.5171377507750367
Hybrid,5 years +,Blue,Sport,2016-05-31,1.2175925935209795
Hybrid,5 years +,Blue,Sport,2016-06-30,0.8366290168383556
Hybrid,5 years +,Blue,Sport,2016-07-31,-1.7756277350264824
Hybrid,5 years +,Blue,Sport,2016-08-31,0.24007745043375353
Hybrid,5 years +,Blue,Sport,2016-09-30,-0.18233649049385256
Hybrid,5 years +,Blue,Sport,2016-10-31,-1.3977619012437443
Hybrid,5 years +,Blue,Sport,2016-11-30,-0.4148721594545648
Hybrid,5 years +,Blue,Sport,2016-12-31,0.6282914201514666
Hybrid,5 years +,Blue,Sport,2017-01-31,-1.0370058212426705
Hybrid,5 years +,Blue,Sport,2017-02-28,1.5237015613288611
Hybrid,5 years +,Blue,Sport,2017-03-31,0.17709457114364296
Hybrid,5 years +,Blue,Sedan,2016-03-31,1.2603679863661597
Hybrid,5 years +,Blue,Sedan,2016-04-30,0.5168379514558489
Hybrid,5 years +,Blue,Sedan,2016-05-31,-0.0968465929177348
Hybrid,5 years +,Blue,Sedan,2016-06-30,1.0284904239677581
Hybrid,5 years +,Blue,Sedan,2016-07-31,0.4823805654472866
Hybrid,5 years +,Blue,Sedan,2016-08-31,0.12623123160522204
Hybrid,5 years +,Blue,Sedan,2016-09-30,0.012490225572460175
Hybrid,5 years +,Blue,Sedan,2016-10-31,-0.3710923780636373
Hybrid,5 years +,Blue,Sedan,2016-11-30,-0.5391147679367045
Hybrid,5 years +,Blue,Sedan,2016-12-31,-2.2085554967794114
Hybrid,5 years +,Blue,Sedan,2017-01-31,0.1979375154182348
Hybrid,5 years +,Blue,Sedan,2017-02-28,0.27109732657533714
Hybrid,5 years +,Blue,Sedan,2017-03-31,0.6333128262544597
Hybrid,5 years +,Blue,Supermini,2016-03-31,0.3641836085752569
Hybrid,5 years +,Blue,Supermini,2016-04-30,-0.3991326601971407
Hybrid,5 years +,Blue,Supermini,2016-05-31,0.09883415392031679
Hybrid,5 years +,Blue,Supermini,2016-06-30,2.269228347136329
Hybrid,5 years +,Blue,Supermini,2016-07-31,0.32387555006091956
Hybrid,5 years +,Blue,Supermini,2016-08-31,-0.4602455389665655
Hybrid,5 years +,Blue,Supermini,2016-09-30,1.4266691102076556
Hybrid,5 years +,Blue,Supermini,2016-10-31,1.0811683519158501
Hybrid,5 years +,Blue,Supermini,2016-11-30,2.063068408954854
Hybrid,5 years +,Blue,Supermini,2016-12-31,-0.6075659414652439
Hybrid,5 years +,Blue,Supermini,2017-01-31,-0.22424367817046087
Hybrid,5 years +,Blue,Supermini,2017-02-28,-0.31143591907247703
